D1_cache_size, 64  ,dl1.miss_rate, 0.1614
D1_cache_size, 128  ,dl1.miss_rate, 0.1459
D1_cache_size, 256  ,dl1.miss_rate, 0.1381
D1_cache_size, 512  ,dl1.miss_rate, 0.1342
D1_cache_size, 1024  ,dl1.miss_rate, 0.1322
D1_cache_size, 2048  ,dl1.miss_rate, 0.1011
D1_cache_size, 4096  ,dl1.miss_rate, 0.0347
D1_cache_size, 8192  ,dl1.miss_rate, 0.0094
