D1_cache_size, 64  ,dl1.miss_rate, 0.1152
D1_cache_size, 128  ,dl1.miss_rate, 0.0800
D1_cache_size, 256  ,dl1.miss_rate, 0.0624
D1_cache_size, 512  ,dl1.miss_rate, 0.0165
D1_cache_size, 1024  ,dl1.miss_rate, 0.0107
D1_cache_size, 2048  ,dl1.miss_rate, 0.0074
D1_cache_size, 4096  ,dl1.miss_rate, 0.0041
D1_cache_size, 8192  ,dl1.miss_rate, 0.0020
