D1_cache_size, 64  ,dl1.miss_rate, 0.1069
D1_cache_size, 128  ,dl1.miss_rate, 0.0718
D1_cache_size, 256  ,dl1.miss_rate, 0.0543
D1_cache_size, 512  ,dl1.miss_rate, 0.0455
D1_cache_size, 1024  ,dl1.miss_rate, 0.0411
D1_cache_size, 2048  ,dl1.miss_rate, 0.0388
D1_cache_size, 4096  ,dl1.miss_rate, 0.0325
D1_cache_size, 8192  ,dl1.miss_rate, 0.0084
