1000, 996, 996, 994, 989, 996
2000, 1767, 1765, 1767, 1767, 1763
3000, 2565, 2556, 2567, 2551, 2565
4000, 3088, 3088, 3088, 3066, 3088
5000, 3394, 3381, 3403, 3378, 3398
6000, 3666, 3671, 3678, 3659, 3672
7000, 3965, 3962, 3975, 3917, 3967
8000, 4249, 4251, 4218, 4251, 4249
9000, 4492, 4487, 4501, 4498, 4498
10000, 4759, 4766, 4784, 4781, 4768
11000, 4995, 5038, 5039, 5038, 5039
12000, 5278, 5279, 5296, 5283, 5288
13000, 5531, 5532, 5530, 5529, 5528
14000, 5761, 5768, 5768, 5768, 5758
15000, 6001, 5972, 6001, 5976, 5994
16000, 6224, 6183, 6233, 6225, 6213
17000, 6424, 6384, 6422, 6423, 6419
18000, 6621, 6571, 6623, 6621, 6623
19000, 6808, 6804, 6816, 6807, 6808
20000, 6986, 7013, 7013, 6991, 6967
21000, 7217, 7274, 7278, 7210, 6967
22000, 7454, 7530, 7529, 7422, 6967
23000, 7530, 7530, 7529, 7530, 6967
24000, 7530, 7530, 7529, 7530, 6967
25000, 7530, 7530, 7529, 7530, 6967
26000, 7530, 7530, 7529, 7530, 6967
27000, 7530, 7530, 7529, 7530, 6967
28000, 7530, 7530, 7529, 7530, 6967
29000, 7530, 7530, 7529, 7530, 6967
30000, 7530, 7530, 7529, 7530, 6967
31000, 7530, 7530, 7529, 7530, 6967
32000, 7531, 7531, 7529, 7530, 6967
33000, 7531, 7531, 7529, 7531, 6967
34000, 7531, 7531, 7529, 7531, 6967
35000, 7531, 7531, 7529, 7531, 6967
36000, 7531, 7531, 7529, 7531, 6967
37000, 7531, 7531, 7529, 7531, 6967
38000, 7531, 7531, 7529, 7531, 6967
39000, 7531, 7531, 7529, 7531, 6967
40000, 7531, 7531, 7529, 7531, 6967
41000, 7531, 7531, 7529, 7531, 6967
42000, 7531, 7531, 7529, 7531, 6967
43000, 7531, 7531, 7529, 7531, 6967
44000, 7531, 7531, 7529, 7531, 6967
45000, 7531, 7531, 7529, 7531, 6967
46000, 7531, 7531, 7529, 7531, 6967
47000, 7531, 7531, 7529, 7531, 6967
48000, 7531, 7531, 7529, 7531, 6967
49000, 7531, 7531, 7529, 7531, 6967
50000, 7531, 7531, 7529, 7531, 6967
51000, 7531, 7531, 7529, 7531, 6967
52000, 7531, 7531, 7529, 7531, 6967
53000, 7531, 7531, 7529, 7531, 6967
54000, 7553, 7620, 7529, 7531, 6967
55000, 7853, 7965, 7529, 7771, 6967
56000, 8198, 8206, 7529, 8115, 6967
57000, 8531, 8540, 7529, 8432, 6967
58000, 8805, 8805, 7529, 8797, 6967
59000, 9140, 9140, 7529, 9132, 6967
60000, 9354, 9354, 7529, 9354, 6967
61000, 9354, 9354, 7529, 9354, 6967
62000, 9354, 9354, 7529, 9354, 6967
63000, 9354, 9354, 7529, 9354, 6967
64000, 9354, 9354, 7529, 9354, 6967
65000, 9354, 9354, 7529, 9354, 6967
66000, 9354, 9354, 7529, 9354, 6967
67000, 9354, 9354, 7529, 9354, 6967
68000, 9354, 9354, 7529, 9354, 6967
69000, 9354, 9354, 7529, 9354, 6967
70000, 9354, 9354, 7529, 9354, 6967
71000, 9354, 9354, 7529, 9354, 6967
72000, 9354, 9354, 7529, 9354, 6967
73000, 9354, 9354, 7529, 9354, 6967
74000, 9354, 9354, 7529, 9354, 6967
75000, 9354, 9354, 7529, 9354, 6967
76000, 9354, 9354, 7529, 9354, 6967
77000, 9354, 9354, 7529, 9354, 6967
78000, 9354, 9354, 7529, 9354, 6967
79000, 9354, 9354, 7529, 9354, 6967
80000, 9354, 9354, 7529, 9354, 6967
