1000, 50, 50, 50, 50, 50
2000, 51, 51, 50, 51, 51
3000, 51, 51, 50, 51, 51
4000, 51, 51, 50, 51, 51
5000, 71, 71, 50, 71, 51
6000, 222, 222, 50, 222, 51
7000, 222, 222, 50, 222, 51
8000, 222, 222, 50, 222, 51
9000, 222, 222, 50, 222, 51
10000, 222, 222, 50, 222, 51
11000, 222, 222, 50, 222, 51
12000, 222, 222, 50, 222, 51
13000, 222, 222, 50, 222, 51
14000, 222, 222, 50, 222, 51
15000, 222, 222, 50, 222, 51
16000, 222, 222, 50, 222, 51
17000, 222, 222, 50, 222, 51
18000, 222, 222, 50, 222, 51
19000, 222, 222, 50, 222, 51
20000, 222, 222, 50, 222, 51
21000, 222, 222, 50, 222, 51
22000, 288, 288, 50, 288, 51
23000, 288, 288, 50, 288, 51
24000, 288, 288, 50, 288, 51
25000, 288, 288, 50, 288, 51
26000, 288, 288, 50, 288, 51
27000, 288, 288, 50, 288, 51
28000, 288, 288, 50, 288, 51
29000, 288, 288, 50, 288, 51
30000, 288, 288, 50, 288, 51
