1000, 25, 25, 25, 25, 25
2000, 25, 25, 25, 25, 25
3000, 25, 25, 25, 25, 25
4000, 25, 25, 25, 25, 25
5000, 25, 25, 25, 25, 25
6000, 25, 25, 25, 25, 25
7000, 25, 25, 25, 25, 25
8000, 25, 25, 25, 25, 25
9000, 25, 25, 25, 25, 25
10000, 25, 25, 25, 25, 25
11000, 25, 25, 25, 25, 25
12000, 25, 25, 25, 25, 25
13000, 25, 25, 25, 25, 25
14000, 25, 25, 25, 25, 25
15000, 25, 25, 25, 25, 25
16000, 25, 25, 25, 25, 25
17000, 25, 25, 25, 25, 25
18000, 25, 25, 25, 25, 25
19000, 25, 25, 25, 25, 25
20000, 25, 25, 25, 25, 25
21000, 25, 25, 25, 25, 25
22000, 25, 25, 25, 25, 25
23000, 25, 25, 25, 25, 25
24000, 25, 25, 25, 25, 25
25000, 25, 25, 25, 25, 25
26000, 25, 25, 25, 25, 25
27000, 25, 25, 25, 25, 25
28000, 25, 25, 25, 25, 25
29000, 25, 25, 25, 25, 25
30000, 25, 25, 25, 25, 25
