1000, 21, 21, 21, 21, 21
2000, 21, 21, 21, 21, 21
3000, 21, 21, 21, 21, 21
4000, 21, 21, 21, 21, 21
5000, 21, 21, 21, 21, 21
6000, 21, 21, 21, 21, 21
7000, 21, 21, 21, 21, 21
8000, 21, 21, 21, 21, 21
9000, 21, 21, 21, 21, 21
10000, 21, 21, 21, 21, 21
11000, 21, 21, 21, 21, 21
12000, 21, 21, 21, 21, 21
13000, 21, 21, 21, 21, 21
14000, 21, 21, 21, 21, 21
15000, 23, 23, 23, 23, 23
16000, 23, 23, 23, 23, 23
17000, 23, 23, 23, 23, 23
18000, 23, 23, 23, 23, 23
19000, 23, 23, 23, 23, 23
20000, 23, 23, 23, 23, 23
21000, 23, 23, 23, 23, 23
22000, 23, 23, 23, 23, 23
23000, 23, 23, 23, 23, 23
24000, 23, 23, 23, 23, 23
25000, 23, 23, 23, 23, 23
26000, 23, 23, 23, 23, 23
27000, 23, 23, 23, 23, 23
28000, 23, 23, 23, 23, 23
29000, 23, 23, 23, 23, 23
30000, 23, 23, 23, 23, 23
