1000, 1165, 1163, 1164, 1161, 1165
2000, 1360, 1360, 1360, 1360, 1360
3000, 1370, 1370, 1370, 1370, 1370
4000, 1370, 1370, 1370, 1370, 1370
5000, 1370, 1370, 1370, 1370, 1370
6000, 1370, 1370, 1370, 1370, 1370
7000, 1370, 1370, 1370, 1370, 1370
8000, 1370, 1370, 1370, 1370, 1370
9000, 1370, 1370, 1370, 1370, 1370
10000, 1370, 1370, 1370, 1370, 1370
11000, 1370, 1370, 1370, 1370, 1370
12000, 1370, 1370, 1370, 1370, 1370
13000, 1370, 1370, 1370, 1370, 1370
14000, 1370, 1370, 1370, 1370, 1370
15000, 1370, 1370, 1370, 1370, 1370
16000, 1370, 1370, 1370, 1370, 1370
17000, 1370, 1370, 1370, 1370, 1370
18000, 1370, 1370, 1370, 1370, 1370
19000, 1370, 1370, 1370, 1370, 1370
20000, 1370, 1370, 1370, 1370, 1370
21000, 1370, 1370, 1370, 1370, 1370
22000, 1370, 1370, 1370, 1370, 1370
23000, 1370, 1370, 1370, 1370, 1370
24000, 1370, 1370, 1370, 1370, 1370
25000, 1370, 1370, 1370, 1370, 1370
26000, 1370, 1370, 1370, 1370, 1370
27000, 1370, 1370, 1370, 1370, 1370
28000, 1370, 1370, 1370, 1370, 1370
29000, 1370, 1370, 1370, 1370, 1370
30000, 1370, 1370, 1370, 1370, 1370
